Trading name,CLUE small area,Seating type,Number of seats,Longitude,Latitude,derived_cuisine
Ants Bistro,Melbourne (CBD),Seats - Indoor,100,144.967994718,-37.81132789,Western / Pub / Bistro
Home Kitchen & Bar,Melbourne (CBD),Seats - Indoor,80,144.967994718,-37.81132789,Western / Pub / Bistro
Shangha Street Xiaolongboa & Dumpling,Melbourne (CBD),Seats - Indoor,80,144.967994718,-37.81132789,Chinese
Shou Sumiyaki,Melbourne (CBD),Seats - Indoor,90,144.967863195,-37.81158809,Other Cuisines
Tami Sweet Lonsdale,Melbourne (CBD),Seats - Indoor,12,144.968152905,-37.81081665,Other Cuisines
Supagrind,Melbourne (CBD),Seats - Indoor,35,144.97049616,-37.81055707,Other Cuisines
Kenny's Bakery Cafe,Melbourne (CBD),Seats - Indoor,18,144.970714898,-37.81005686,Cafe / Coffee Shop
Bobbys Coffee & Bagels,Melbourne (CBD),Seats - Outdoor,16,144.970714898,-37.81005686,Cafe / Coffee Shop
Shark Fin Inn City,Melbourne (CBD),Seats - Indoor,220,144.970974892,-37.81068513,Other Cuisines
Little Gordon,Melbourne (CBD),Seats - Outdoor,20,144.971413781,-37.81033978,Other Cuisines
Anda Cafe,Melbourne (CBD),Seats - Indoor,40,144.971835359,-37.80990397,Cafe / Coffee Shop
Taketori Fusion Japanese,Melbourne (CBD),Seats - Indoor,40,144.954298289,-37.81392013,Japanese
Omo,Melbourne (CBD),Seats - Indoor,32,144.953922371,-37.81421045,Other Cuisines
Pepper Lunch,Melbourne (CBD),Seats - Indoor,42,144.952954607,-37.81437529,Other Cuisines
Eggholic Sweet,Melbourne (CBD),Seats - Indoor,20,144.952954607,-37.81437529,Other Cuisines
Dosirock,Melbourne (CBD),Seats - Indoor,40,144.954822177,-37.81349786,Other Cuisines
House Blend,Melbourne (CBD),Seats - Outdoor,16,144.954822177,-37.81349786,Other Cuisines
BBQ KING,Melbourne (CBD),Seats - Indoor,130,144.954822177,-37.81349786,Korean
Encanto,Melbourne (CBD),Seats - Indoor,30,144.955771594,-37.81386782,Other Cuisines
Chun Chun Pocha,Melbourne (CBD),Seats - Indoor,30,144.956421679,-37.81365662,Korean
Cafe Court,Melbourne (CBD),Seats - Indoor,30,144.956421679,-37.81365662,Cafe / Coffee Shop
Liyin Rice Roll Master,Melbourne (CBD),Seats - Outdoor,4,144.956016924,-37.8134766,Other Cuisines
Gami Chicken and Beer,Melbourne (CBD),Seats - Indoor,40,144.956016924,-37.8134766,Other Cuisines
Yuk Gam,Melbourne (CBD),Seats - Indoor,110,144.956016924,-37.8134766,Other Cuisines
County Cafe Pty Ltd,Melbourne (CBD),Seats - Outdoor,16,144.958352884,-37.8130525,Cafe / Coffee Shop
County Cafe Pty Ltd,Melbourne (CBD),Seats - Indoor,24,144.958352884,-37.8130525,Cafe / Coffee Shop
Oski Snowice,Melbourne (CBD),Seats - Indoor,34,144.961645358,-37.81165187,Other Cuisines
G2 Korean BBQ,Melbourne (CBD),Seats - Indoor,74,144.961626692,-37.81161119,Korean
Shanghai Street On Elizabeth,Melbourne (CBD),Seats - Indoor,80,144.961598787,-37.81155119,Chinese
Nimbo Pty Ltd,Melbourne (CBD),Seats - Outdoor,6,144.960393602,-37.81210735,Other Cuisines
Mook Ji Bar,Melbourne (CBD),Seats - Indoor,68,144.960325405,-37.81244232,Western / Pub / Bistro
Noodle Villa,Melbourne (CBD),Seats - Indoor,84,144.961762525,-37.81212877,Other Cuisines
Sara Craft Ramen & Bar,Melbourne (CBD),Seats - Indoor,21,144.960341087,-37.81187439,Japanese
Chocolateria San Churro QV,Melbourne (CBD),Seats - Indoor,40,144.965703374,-37.810658,Other Cuisines
Dainty sichuan noodles,Melbourne (CBD),Seats - Indoor,50,144.965703374,-37.810658,Other Cuisines
Hakata Gensuke QV,Melbourne (CBD),Seats - Indoor,32,144.965703374,-37.810658,Other Cuisines
Ippudo,Melbourne (CBD),Seats - Indoor,60,144.965703374,-37.810658,Other Cuisines
Max Brenner Chocolates,Melbourne (CBD),Seats - Outdoor,56,144.965703374,-37.810658,Other Cuisines
Meet Fresh QV,Melbourne (CBD),Seats - Indoor,46,144.965703374,-37.810658,Other Cuisines
Old Man Pho,Melbourne (CBD),Seats - Indoor,45,144.965703374,-37.810658,Vietnamese
Sura Korean BBQ,Melbourne (CBD),Seats - Outdoor,20,144.965703374,-37.810658,Korean
Pepe's Italian & Liquor,Melbourne (CBD),Seats - Indoor,90,144.968906571,-37.80938322,Italian
Reed House,Melbourne (CBD),Seats - Outdoor,50,144.968171809,-37.8099428,Other Cuisines
Sakura Kaiten Sushi,Melbourne (CBD),Seats - Indoor,42,144.968171809,-37.8099428,Japanese
Fishbowl,Melbourne (CBD),Seats - Indoor,30,144.968171809,-37.8099428,Other Cuisines
FOUNDRY LANE / Espresso Impresso,Melbourne (CBD),Seats - Indoor,22,144.967574017,-37.81012652,Cafe / Coffee Shop
Mellow Beans,Melbourne (CBD),Seats - Indoor,40,144.970732451,-37.8091842,Other Cuisines
Bluebag,Melbourne (CBD),Seats - Indoor,18,144.970732451,-37.8091842,Other Cuisines
Axil Coffee Roasters,Melbourne (CBD),Seats - Indoor,71,144.970732451,-37.8091842,Italian
Shuji sushi,Melbourne (CBD),Seats - Indoor,20,144.970732451,-37.8091842,Japanese
Tram Cafe,Melbourne (CBD),Seats - Outdoor,15,144.952896203,-37.81327282,Cafe / Coffee Shop
Tram Cafe,Melbourne (CBD),Seats - Indoor,60,144.952896203,-37.81327282,Cafe / Coffee Shop
Angliss Restaurant,Melbourne (CBD),Seats - Indoor,150,144.952896203,-37.81327282,Other Cuisines
Atrium 485,Melbourne (CBD),Seats - Indoor,14,144.95495139,-37.81275166,Other Cuisines
Perch Cafe,Melbourne (CBD),Seats - Indoor,20,144.95495139,-37.81275166,Cafe / Coffee Shop
Dongdaemun,Melbourne (CBD),Seats - Indoor,24,144.955572945,-37.81290439,Other Cuisines
The Workers Food Room,Melbourne (CBD),Seats - Indoor,38,144.955503857,-37.81299012,Other Cuisines
The Mint Bar & Restaurant,Melbourne (CBD),Seats - Indoor,36,144.957360919,-37.81209045,Western / Pub / Bistro
Brick Lane Cafe,Melbourne (CBD),Seats - Indoor,50,144.959861129,-37.81146107,Cafe / Coffee Shop
Khao,Melbourne (CBD),Seats - Outdoor,10,144.959644312,-37.81107017,Other Cuisines
Barkada,Melbourne (CBD),Seats - Outdoor,6,144.960948366,-37.81131628,Western / Pub / Bistro
Poke Bibimbap,Melbourne (CBD),Seats - Indoor,13,144.962061274,-37.81084464,Other Cuisines
Poke Bibimbap,Melbourne (CBD),Seats - Outdoor,4,144.962061274,-37.81084464,Other Cuisines
Old Man Pho,Melbourne (CBD),Seats - Indoor,16,144.962061274,-37.81084464,Vietnamese
Mad Mex,Melbourne (CBD),Seats - Indoor,25,144.963018917,-37.81073331,Mexican
Niku Shiki,Melbourne (CBD),Seats - Indoor,50,144.963018917,-37.81073331,Other Cuisines
Makoto Melbourne Central,Melbourne (CBD),Seats - Indoor,50,144.963018917,-37.81073331,Other Cuisines
Little Sparrow,Melbourne (CBD),Seats - Indoor,40,144.963018917,-37.81073331,Other Cuisines
Asian Beer Cafe,Melbourne (CBD),Seats - Indoor,560,144.963018917,-37.81073331,Cafe / Coffee Shop
Unabara/Gyoza Gyoza,Melbourne (CBD),Seats - Outdoor,44,144.963018917,-37.81073331,Western / Pub / Bistro
Unabara/Gyoza Gyoza,Melbourne (CBD),Seats - Indoor,30,144.963018917,-37.81073331,Western / Pub / Bistro
Sushi Jiro,Melbourne (CBD),Seats - Indoor,32,144.963018917,-37.81073331,Japanese
Guzman Y Gomez Swanston Street,Melbourne (CBD),Seats - Outdoor,18,144.964263714,-37.81122709,Mexican
Guzman Y Gomez Swanston Street,Melbourne (CBD),Seats - Indoor,65,144.964263714,-37.81122709,Mexican
David's Master Pot Swanston,Melbourne (CBD),Seats - Indoor,26,144.964193795,-37.81107765,Other Cuisines
The Moat Bar & Cafe,Melbourne (CBD),Seats - Indoor,74,144.965306017,-37.80976881,Cafe / Coffee Shop
Noodle & Bbq,Melbourne (CBD),Seats - Indoor,28,144.968724374,-37.80874125,Korean
Grandma's Dumplings,Melbourne (CBD),Seats - Indoor,44,144.968704545,-37.80869914,Chinese
Grandma's Dumplings,Melbourne (CBD),Seats - Outdoor,6,144.968704545,-37.80869914,Chinese
The League of Honest Coffee,Melbourne (CBD),Seats - Indoor,60,144.968446286,-37.80913993,Cafe / Coffee Shop
Rong Cha,Melbourne (CBD),Seats - Indoor,30,144.97101463,-37.80814525,Other Cuisines
baru,West Melbourne (Residential),Seats - Indoor,24,144.953251433,-37.81166257,Western / Pub / Bistro
The Dispensa,West Melbourne (Residential),Seats - Outdoor,6,144.953251433,-37.81166257,Other Cuisines
Cafenatics,Melbourne (CBD),Seats - Indoor,38,144.957113997,-37.81123723,Cafe / Coffee Shop
Charles LaTrobe Coffee Co,Melbourne (CBD),Seats - Indoor,80,144.958052866,-37.81075363,Cafe / Coffee Shop
Operator 25,Melbourne (CBD),Seats - Indoor,56,144.957162073,-37.81071591,Other Cuisines
Lanzhou Beef Noodle Bar,Melbourne (CBD),Seats - Indoor,65,144.960849507,-37.8100143,Chinese
Keki Milkbar,Melbourne (CBD),Seats - Indoor,42,144.959277551,-37.81067976,Western / Pub / Bistro
Little nooky,Melbourne (CBD),Seats - Indoor,16,144.960434848,-37.81010387,Other Cuisines
Cherry Lane Espresso,Melbourne (CBD),Seats - Indoor,42,144.959061169,-37.81040943,Cafe / Coffee Shop
Hualu Peking Duck,Melbourne (CBD),Seats - Indoor,130,144.959762876,-37.80988902,Chinese
Chang Go,Melbourne (CBD),Seats - Indoor,100,144.961742875,-37.80944542,Other Cuisines
Samut,Melbourne (CBD),Seats - Indoor,28,144.962251266,-37.80929555,Other Cuisines
Joomak Korean Restaurant,Melbourne (CBD),Seats - Indoor,92,144.96317964,-37.80895593,Korean
No. 1 Spicy Hot Pot,Melbourne (CBD),Seats - Indoor,22,144.962610056,-37.80894099,Other Cuisines
The Bowen St Cafe,Melbourne (CBD),Seats - Indoor,20,144.964543533,-37.80818156,Cafe / Coffee Shop
tokyo yokocho,Melbourne (CBD),Seats - Indoor,48,144.964543533,-37.80818156,Other Cuisines
Karomi Cafe,Melbourne (CBD),Seats - Outdoor,6,144.967394785,-37.80768212,Cafe / Coffee Shop
Han Guuk Guan,Melbourne (CBD),Seats - Indoor,100,144.967982089,-37.8075865,Other Cuisines
Diner On Franklyn,Melbourne (CBD),Seats - Indoor,20,144.956662638,-37.80967008,Other Cuisines
Tokyo 7 Japanese Restaurant,Melbourne (CBD),Seats - Indoor,46,144.956601159,-37.81015871,Japanese
Top Tea,Melbourne (CBD),Seats - Outdoor,8,144.960522599,-37.80918797,Cafe / Coffee Shop
Biang Biang Elizabeth,Melbourne (CBD),Seats - Indoor,40,144.96048906,-37.80911596,Other Cuisines
Shu Ramen Elizabeth,Melbourne (CBD),Seats - Indoor,32,144.960424356,-37.80897533,Japanese
Rose Garden Barbecue Shop,Melbourne (CBD),Seats - Indoor,32,144.960343859,-37.8088586,Western / Pub / Bistro
Menya Ramen,Melbourne (CBD),Seats - Indoor,94,144.96023688,-37.80880991,Japanese
Malaysian Laksa House,Melbourne (CBD),Seats - Indoor,54,144.960215796,-37.80856366,Other Cuisines
Ichigo,Melbourne (CBD),Seats - Outdoor,50,144.959575429,-37.80904835,Other Cuisines
Jojo Little Kitchen,Melbourne (CBD),Seats - Indoor,34,144.959575429,-37.80904835,Other Cuisines
Lucky Guys Claypot City,Melbourne (CBD),Seats - Indoor,20,144.959575429,-37.80904835,Other Cuisines
Yoi,Melbourne (CBD),Seats - Outdoor,36,144.959575429,-37.80904835,Other Cuisines
Nene Chicken,Melbourne (CBD),Seats - Indoor,18,144.961157281,-37.80894909,Other Cuisines
Alex Canteen,Melbourne (CBD),Seats - Indoor,48,144.957205484,-37.80765748,Other Cuisines
Hideaway Melbourne,Melbourne (CBD),Seats - Indoor,14,144.957205484,-37.80765748,Other Cuisines
Hideaway Melbourne,Melbourne (CBD),Seats - Outdoor,6,144.957205484,-37.80765748,Other Cuisines
Market Espresso & Trolley Hire,Melbourne (CBD),Seats - Indoor,42,144.957205484,-37.80765748,Cafe / Coffee Shop
Market Lane Coffee,Melbourne (CBD),Seats - Indoor,4,144.957205484,-37.80765748,Cafe / Coffee Shop
Romeo Takeaway Cafe,Melbourne (CBD),Seats - Outdoor,20,144.957205484,-37.80765748,Cafe / Coffee Shop
Drums Sri Lankan Street Food,Melbourne (CBD),Seats - Indoor,12,144.957205484,-37.80765748,Other Cuisines
Drums Sri Lankan Street Food,Melbourne (CBD),Seats - Outdoor,12,144.957205484,-37.80765748,Other Cuisines
El Rincon,Melbourne (CBD),Seats - Indoor,18,144.957205484,-37.80765748,Other Cuisines
El Rincon,Melbourne (CBD),Seats - Outdoor,12,144.957205484,-37.80765748,Other Cuisines
Saltwater Sushi And Oyster Bar,Melbourne (CBD),Seats - Outdoor,12,144.957205484,-37.80765748,Japanese
Kenangan,Melbourne (CBD),Seats - Indoor,30,144.957205484,-37.80765748,Other Cuisines
Supersede Coffee,Melbourne (CBD),Seats - Indoor,23,144.957205484,-37.80765748,Cafe / Coffee Shop
Pondok Rempah,Melbourne (CBD),Seats - Indoor,42,144.959791631,-37.8076029,Other Cuisines
Jasper Kitchen,Melbourne (CBD),Seats - Outdoor,6,144.959633112,-37.80750344,Other Cuisines
Wong's Lucky Bar,Melbourne (CBD),Seats - Indoor,74,144.958936644,-37.80819713,Western / Pub / Bistro
Mansae,Melbourne (CBD),Seats - Indoor,150,144.959088605,-37.8076845,Other Cuisines
Lovey Patisserie Cafe / X Playground,Melbourne (CBD),Seats - Indoor,25,144.959088605,-37.8076845,Cafe / Coffee Shop
St Ali & The Queen,Melbourne (CBD),Seats - Indoor,20,144.958461316,-37.80788769,Other Cuisines
The Brick Lane Market,Melbourne (CBD),Seats - Outdoor,25,144.958461316,-37.80788769,Other Cuisines
Sarawak Kitchen,Melbourne (CBD),Seats - Indoor,45,144.95996948,-37.807983,Other Cuisines
My Dumpling Meal,Melbourne (CBD),Seats - Outdoor,10,144.959950757,-37.80794087,Chinese
My Dumpling Meal,Melbourne (CBD),Seats - Indoor,30,144.959950757,-37.80794087,Chinese
Nisa's Thai Street Food,Melbourne (CBD),Seats - Outdoor,14,144.962090701,-37.80728963,Thai
Xiangli Cuisine,Melbourne (CBD),Seats - Indoor,26,144.962090701,-37.80728963,Other Cuisines
Byblos Bar & Restaurant,Docklands,Seats - Indoor,200,144.953818379,-37.82273183,Western / Pub / Bistro
Degani Bakery Cafe,Docklands,Seats - Indoor,72,144.953818379,-37.82273183,Cafe / Coffee Shop
Schnitz Melbourne Connect,Carlton,Seats - Outdoor,16,144.96482819,-37.7999972,Other Cuisines
Shuji Sushi,Carlton,Seats - Outdoor,30,144.96482819,-37.7999972,Japanese
Wild Timor Coffee Carlton,Carlton,Seats - Outdoor,24,144.965258417,-37.7987209,Cafe / Coffee Shop
Wild Timor Coffee Carlton,Carlton,Seats - Indoor,17,144.965258417,-37.7987209,Cafe / Coffee Shop
Papa Gino's Pizza Restaurant,Carlton,Seats - Indoor,95,144.966717255,-37.80018973,Italian
Papa Gino's Pizza Restaurant,Carlton,Seats - Outdoor,40,144.966717255,-37.80018973,Italian
Cafe Corretto,Carlton,Seats - Outdoor,30,144.966741006,-37.80004558,Cafe / Coffee Shop
Di Stasio Pizzeria,Carlton,Seats - Indoor,170,144.966863457,-37.79829108,Italian
King & Godfree,Carlton,Seats - Indoor,200,144.967041148,-37.79838828,Other Cuisines
Milk The Cow Licensed Fromagerie,Carlton,Seats - Outdoor,20,144.967125791,-37.79777439,Other Cuisines
Jimmy Watson's Wine Bar,Carlton,Seats - Indoor,120,144.967177892,-37.7975082,Western / Pub / Bistro
Intersection Cafe,Carlton,Seats - Indoor,39,144.967228741,-37.79734681,Cafe / Coffee Shop
Intersection Cafe,Carlton,Seats - Outdoor,4,144.967228741,-37.79734681,Cafe / Coffee Shop
Le Miel Et La Lune,Carlton,Seats - Outdoor,8,144.966377828,-37.79685803,Other Cuisines
Adonai Foods,Carlton,Seats - Indoor,80,144.969095378,-37.79465838,Other Cuisines
Rathdowne & Reeves Cafe,Carlton,Seats - Outdoor,22,144.970767327,-37.79366098,Cafe / Coffee Shop
Rathdowne & Reeves Cafe,Carlton,Seats - Indoor,48,144.970767327,-37.79366098,Cafe / Coffee Shop
Sunhands,Carlton,Seats - Indoor,30,144.969295009,-37.79757961,Other Cuisines
Masani Italian Dining & Terrace,Carlton,Seats - Indoor,60,144.968491963,-37.79837995,Italian
Crinitis Southern Italian Cuisine,Carlton,Seats - Indoor,110,144.967837797,-37.79850637,Italian
Crinitis Southern Italian Cuisine,Carlton,Seats - Outdoor,86,144.967837797,-37.79850637,Italian
Brunetti Classico Carlton,Carlton,Seats - Indoor,300,144.968178866,-37.79803089,Other Cuisines
Sea Salt Kitchen,Carlton,Seats - Indoor,50,144.967643727,-37.79828024,Other Cuisines
Gemma Simply Italian,Carlton,Seats - Outdoor,15,144.968384074,-37.79752965,Italian
Gemma Simply Italian,Carlton,Seats - Indoor,55,144.968384074,-37.79752965,Italian
Doc Pizza & Mozarella Bar,Carlton,Seats - Outdoor,40,144.968443765,-37.7989855,Italian
Shakahari Vegetarian Restaurant,Carlton,Seats - Outdoor,20,144.967802954,-37.79900338,Other Cuisines
Kaprica,Carlton,Seats - Outdoor,4,144.967880034,-37.80059699,Other Cuisines
Grill'd Healthy Burgers,Carlton,Seats - Indoor,56,144.967526441,-37.79887015,Western / Pub / Bistro
DOC Espresso,Carlton,Seats - Indoor,50,144.96747353,-37.79932164,Cafe / Coffee Shop
"Johnny, Vince And Sam's",Carlton,Seats - Indoor,225,144.967416427,-37.79978612,Other Cuisines
Zeus Street Greek,Carlton,Seats - Outdoor,24,144.967318258,-37.80036743,Greek
Zeus Street Greek,Carlton,Seats - Indoor,28,144.967318258,-37.80036743,Greek
East Imperial,Carlton,Seats - Indoor,140,144.969880959,-37.79918387,Other Cuisines
Paris Go Bistro,Carlton,Seats - Outdoor,4,144.970884118,-37.79695652,Western / Pub / Bistro
Fenton Bistro,Carlton,Seats - Outdoor,8,144.971086189,-37.79578979,Western / Pub / Bistro
Sushi Ten,Carlton,Seats - Indoor,24,144.97118345,-37.79518777,Japanese
Thai 29 Carlton,Carlton,Seats - Indoor,50,144.971174478,-37.79523278,Thai
Thai 29 Carlton,Carlton,Seats - Outdoor,8,144.971174478,-37.79523278,Thai
The Olive Jar,Carlton,Seats - Indoor,55,144.971149742,-37.7953809,Other Cuisines
The Olive Jar,Carlton,Seats - Outdoor,20,144.971149742,-37.7953809,Other Cuisines
Bossy Beans,Carlton,Seats - Outdoor,12,144.971123092,-37.79553609,Other Cuisines
Bossy Beans,Carlton,Seats - Indoor,35,144.971123092,-37.79553609,Other Cuisines
Al Dente Enoteca,Carlton,Seats - Indoor,66,144.974806593,-37.7963885,Other Cuisines
Al Dente Enoteca,Carlton,Seats - Outdoor,12,144.974806593,-37.7963885,Other Cuisines
Al Dente Sapori,Carlton,Seats - Outdoor,12,144.974806593,-37.7963885,Other Cuisines
Books N Bites Cafe,Carlton,Seats - Indoor,60,144.958328684,-37.80169537,Cafe / Coffee Shop
Haymarket Place,Carlton,Seats - Outdoor,10,144.958998433,-37.80052523,Other Cuisines
Baretto Cafe,Carlton,Seats - Outdoor,15,144.959280641,-37.80023307,Cafe / Coffee Shop
Cafe Commercio,Carlton,Seats - Outdoor,20,144.958820263,-37.80155731,Cafe / Coffee Shop
Best tian shan,Carlton,Seats - Indoor,80,144.963297148,-37.80058304,Other Cuisines
KFC Carlton,Carlton,Seats - Outdoor,15,144.963642266,-37.8006201,Other Cuisines
Gyoza San,Carlton,Seats - Outdoor,12,144.965103662,-37.80077102,Other Cuisines
Rice Bar Not Only Rice,Carlton,Seats - Indoor,58,144.965103662,-37.80077102,Western / Pub / Bistro
Colourful Yunnan Restaurant,Carlton,Seats - Indoor,150,144.964236564,-37.80062759,Other Cuisines
Xian Famous Food,Carlton,Seats - Indoor,60,144.964226369,-37.80069087,Other Cuisines
Pondok Laguna,Carlton,Seats - Indoor,40,144.964282293,-37.80131908,Other Cuisines
Norsiah's Kitchen,Carlton,Seats - Outdoor,12,144.96431186,-37.80188571,Other Cuisines
Chargrilled Vietnamese Kitchen,Carlton,Seats - Outdoor,6,144.965626451,-37.80132569,Vietnamese
Stuzzichino,Carlton,Seats - Indoor,24,144.966456885,-37.80171819,Other Cuisines
Mixity Restaurant and Cafe,Carlton,Seats - Indoor,40,144.966469147,-37.80165695,Cafe / Coffee Shop
Seoul Pocha,Carlton,Seats - Indoor,50,144.966476308,-37.80160598,Korean
San Churro Chocolateria,Carlton,Seats - Indoor,60,144.966485562,-37.80156205,Other Cuisines
Cafe Cavallino,Carlton,Seats - Indoor,100,144.966496703,-37.80144374,Cafe / Coffee Shop
Leyalina,Carlton,Seats - Indoor,48,144.966496731,-37.80114228,Other Cuisines
Leyalina,Carlton,Seats - Outdoor,26,144.966496731,-37.80114228,Other Cuisines
Seasons Provedore,Carlton,Seats - Indoor,50,144.966659073,-37.80096704,Other Cuisines
Dragon Hot Pot,Carlton,Seats - Indoor,46,144.96576978,-37.80081687,Other Cuisines
Kahaani,Carlton,Seats - Outdoor,10,144.967184315,-37.80103476,Other Cuisines
Il Gusto,Carlton,Seats - Indoor,75,144.967160519,-37.80118693,Italian
La Spaghettata Pty Ltd,Carlton,Seats - Outdoor,44,144.967236482,-37.80162591,Other Cuisines
Agha Juice,Carlton,Seats - Outdoor,16,144.967217525,-37.80175883,Other Cuisines
AFGHAN KEBAB CARLTON,Carlton,Seats - Indoor,50,144.967209194,-37.80180395,Middle Eastern
Grillers Mark,Carlton,Seats - Indoor,60,144.967142521,-37.8021884,Western / Pub / Bistro
Market Cafe / Station Cafe / Mercury Restaurant,Carlton,Seats - Outdoor,20,144.971635508,-37.80401887,Cafe / Coffee Shop
Coffee On Drummond,Carlton,Seats - Outdoor,6,144.968286814,-37.80482036,Cafe / Coffee Shop
Nefes,Carlton,Seats - Outdoor,40,144.966780013,-37.80305855,Other Cuisines
Il Gambero,Carlton,Seats - Outdoor,28,144.966813823,-37.803305,Italian
Martabak Pecenongan 78 & D'Bakmie,Carlton,Seats - Outdoor,10,144.966699249,-37.80443778,Other Cuisines
Saigon Pho Carlton,Carlton,Seats - Outdoor,10,144.966699249,-37.80443778,Vietnamese
Saigon Pho Carlton,Carlton,Seats - Indoor,35,144.966699249,-37.80443778,Vietnamese
Lambs Restaurant,Carlton,Seats - Indoor,85,144.966699249,-37.80443778,Other Cuisines
Il Dolce Freddo,Carlton,Seats - Outdoor,24,144.966699249,-37.80443778,Italian
