Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Trading name,Business address,Industry (ANZSIC4) code,Industry (ANZSIC4) description,Seating type,Number of seats,Longitude,Latitude,location
2018,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Sushi Sushi,"Kiosk 12, Ground , 300 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,36,144.963018945,-37.81073332,"-37.81073332, 144.963018945"
2018,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Unabara/Gyoza Gyoza,"Shop 157, Level 1, 300 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,44,144.963018945,-37.81073332,"-37.81073332, 144.963018945"
2018,85,105747,105747,272-282 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Charming Spice,"Level 1, 272-282 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,200,144.963996879,-37.81152964,"-37.81152964, 144.963996879"
2018,85,109303,109303,289-299 Swanston Street MELBOURNE 3000,Melbourne (CBD),Guzman Y Gomez Swanston Street,"Ground , 293 Swanston Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,86,144.964263747,-37.8112271,"-37.8112271, 144.964263747"
2018,85,109305,109305,305-307 Swanston Street MELBOURNE 3000,Melbourne (CBD),Ramen Bankara,"Ground , 307 Swanston Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,60,144.964166763,-37.81101861,"-37.81101861, 144.964166763"
2018,85,109307,109307,313-315 Swanston Street MELBOURNE 3000,Melbourne (CBD),D House Cafe,313-315 Swanston Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,70,144.964104998,-37.81088539,"-37.81088539, 144.964104998"
2018,85,109309,109309,319-323 Swanston Street MELBOURNE 3000,Melbourne (CBD),Wonder Bowl,"Unit 101, Level 1, 267 Swanston Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,80,144.964047289,-37.81076344,"-37.81076344, 144.964047289"
2018,85,109311,109311,335-347 Swanston Street MELBOURNE 3000,Melbourne (CBD),Nando's,"Shop 1, Ground , 335-347 Swanston Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,32,144.963750647,-37.8103651,"-37.8103651, 144.963750647"
2018,86,109388,109388,304-328 Swanston Street MELBOURNE 3000,Melbourne (CBD),The Moat Bar & Cafe,"Basement , 176 Swanston Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,40,144.965306046,-37.80976881,"-37.80976881, 144.965306046"
2018,87,103614,103614,311 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Food Stories Chinese Canteen,311 Exhibition Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,6,144.968704568,-37.80869914,"-37.80869914, 144.968704568"
2018,87,105439,105439,313-329 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Shuji Sushi,"Shop 2, 321 Exhibition Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,56,144.968425879,-37.80864972,"-37.80864972, 144.968425879"
2018,87,105439,105439,313-329 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Jack Sprat,"Shop 1, 321 Exhibition Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,60,144.968425879,-37.80864972,"-37.80864972, 144.968425879"
2018,87,106056,106056,2-14 Exploration Lane MELBOURNE 3000,Melbourne (CBD),The League Of Honest Coffee,110 Exploration Lane MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,60,144.968446311,-37.80913994,"-37.80913994, 144.968446311"
2018,87,106056,106056,2-14 Exploration Lane MELBOURNE 3000,Melbourne (CBD),Laksa Bar,108 Exploration Lane MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,60,144.968446311,-37.80913994,"-37.80913994, 144.968446311"
2018,88,110858,108992,299 Spring Street MELBOURNE 3000,Melbourne (CBD),Ways & Means Cafe,18 Spring Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,32,144.971014682,-37.80814522,"-37.80814522, 144.971014682"
2018,91,105322,105322,347-349 King Street WEST MELBOURNE 3003,West Melbourne (Residential),Hansang,"Lot 1, Part Ground , 347 King Street WEST MELBOURNE 3003",4511,Cafes and Restaurants,Seats - Indoor,32,144.953514194,-37.81214527,"-37.81214527, 144.953514194"
2018,91,105325,105325,369-379 King Street WEST MELBOURNE 3003,West Melbourne (Residential),The Dispensa,377 King Street WEST MELBOURNE 3003,4511,Cafes and Restaurants,Seats - Indoor,19,144.953251448,-37.81166257,"-37.81166257, 144.953251448"
2018,93,105477,105477,378-392 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Charles LaTrobe Coffee Co,"Part Ground , 380-390 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,80,144.958052889,-37.81075363,"-37.81075363, 144.958052889"
2018,93,578981,565462,25 Wills Street MELBOURNE 3000,Melbourne (CBD),Operator 25,"Unit 3, Ground , 25 Wills Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,56,144.957162095,-37.81071591,"-37.81071591, 144.957162095"
2018,94,103216,103216,284-294 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Ba'get,369 La Trobe Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,33,144.960849534,-37.8100143,"-37.8100143, 144.960849534"
2018,94,105479,105479,338-344 Queen Street MELBOURNE 3000,Melbourne (CBD),Niku Niku Japanese Gourmet,"Part Ground , 338 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,41,144.959029397,-37.81075124,"-37.81075124, 144.959029397"
2018,94,105480,105480,360 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Little Ipoh,"Level 1, 360 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,50,144.959136773,-37.81072041,"-37.81072041, 144.959136773"
2018,94,105481,105481,348-358 La Trobe Street MELBOURNE 3000,Melbourne (CBD),The Basement Cafe,"Shop , LwrGround , 350 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,6,144.959277576,-37.81067976,"-37.81067976, 144.959277576"
2018,94,108089,108089,346-376 Queen Street MELBOURNE 3000,Melbourne (CBD),Stassi Cafe,"Ground , 350 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,48,144.959237728,-37.81024912,"-37.81024912, 144.959237728"
2018,95,103306,103306,382-384 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Gloria Jeans,382-384 Elizabeth Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.961451518,-37.80977165,"-37.80977165, 144.961451518"
2018,95,103307,103307,380 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Nando's,"Ground , 380 Elizabeth Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,18,144.961491315,-37.80985709,"-37.80985709, 144.961491315"
2018,95,105989,105989,22-32 Little La Trobe Street MELBOURNE 3000,Melbourne (CBD),Little Charley - Brady Hotels Central Melbourne,Part 22-32 Little La Trobe Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.962672428,-37.80917165,"-37.80917165, 144.962672428"
2018,95,500323,500323,19-37 A'Beckett Street MELBOURNE 3000,Melbourne (CBD),No 1 Spicey Pot,"Shop 1, 31 A'Beckett Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,58,144.962610082,-37.808941,"-37.808941, 144.962610082"
2018,97,103615,103615,333-351 Exhibition Street MELBOURNE 3000,Melbourne (CBD),The Terrace Restaurant Bar & Grill,"Shop 2, Ground , 333 Exhibition Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,103,144.968026688,-37.8078604,"-37.8078604, 144.968026688"
2018,97,588500,108562,336 Russell Street MELBOURNE 3000,Melbourne (CBD),Blu Point Caffe,338 Russell Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,45,144.966457541,-37.80822377,"-37.80822377, 144.966457541"
2018,97,109677,109677,13A Victoria Street MELBOURNE 3000,Melbourne (CBD),Han Guuk Guan Korean Restaurant,13A Victoria Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,124,144.967982111,-37.8075865,"-37.8075865, 144.967982111"
2018,101,105326,105326,383-405 King Street WEST MELBOURNE 3003,West Melbourne (Residential),The Haileyburian,"Part Ground 0, 383-0 King Street WEST MELBOURNE 3003",4511,Cafes and Restaurants,Seats - Indoor,36,144.952921951,-37.81111495,"-37.81111495, 144.952921951"
2018,101,105326,105326,383-405 King Street WEST MELBOURNE 3003,West Melbourne (Residential),The Haileyburian,"Part Ground 0, 383-0 King Street WEST MELBOURNE 3003",4511,Cafes and Restaurants,Seats - Outdoor,12,144.952921951,-37.81111495,"-37.81111495, 144.952921951"
2018,103,108084,108084,365-371 Queen Street MELBOURNE 3000,Melbourne (CBD),Queens Kitchen & Cafe,"Shop 3, Ground , 365 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,50,144.957993311,-37.80988001,"-37.80988001, 144.957993311"
2018,104,100167,100167,106-116 A'Beckett Street MELBOURNE 3000,Melbourne (CBD),I Love Dumplings,106 A'Beckett Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,6,144.959996937,-37.80914343,"-37.80914343, 144.959996937"
2018,104,103220,103220,419 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Raan Kan Eang,419 Elizabeth Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.960489084,-37.80911597,"-37.80911597, 144.960489084"
2018,104,104084,104084,151-165 Franklin Street MELBOURNE 3000,Melbourne (CBD),Andrews Hamburger,155-165 Franklin Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,60,144.959575453,-37.80904835,"-37.80904835, 144.959575453"
2018,104,104084,104084,151-165 Franklin Street MELBOURNE 3000,Melbourne (CBD),Andrews Hamburger,155-165 Franklin Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,36,144.959575453,-37.80904835,"-37.80904835, 144.959575453"
2018,104,104085,104085,167-175 Franklin Street MELBOURNE 3000,Melbourne (CBD),Discovery Cafe,"Part Ground , 167 Franklin Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,50,144.959153795,-37.80895967,"-37.80895967, 144.959153795"
2018,105,103303,103303,410-420 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Torasan Ramen,"Shop , 410 Elizabeth Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,60,144.961157306,-37.80894909,"-37.80894909, 144.961157306"
2018,113,110671,108118,133-159 Victoria Street MELBOURNE 3000,Melbourne (CBD),Josies Food Bar,157-159 Victoria Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,29,144.957239457,-37.80745984,"-37.80745984, 144.957239457"
2018,113,110671,108118,133-159 Victoria Street MELBOURNE 3000,Melbourne (CBD),Josies Food Bar,157-159 Victoria Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,48,144.957239457,-37.80745984,"-37.80745984, 144.957239457"
2018,113,110679,108118,Peel Street MELBOURNE 3000,Melbourne (CBD),Pizza @ QV,"Stall 25,  Peel Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,12,144.957239457,-37.80745984,"-37.80745984, 144.957239457"
2018,113,110679,108118,Peel Street MELBOURNE 3000,Melbourne (CBD),Merlo Coffee,"Stall 26,  Peel Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,16,144.957239457,-37.80745984,"-37.80745984, 144.957239457"
2018,113,110679,108118,Peel Street MELBOURNE 3000,Melbourne (CBD),Gozleme Cafe,"Stall 22,  Peel Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,20,144.957239457,-37.80745984,"-37.80745984, 144.957239457"
2018,113,110679,108118,Peel Street MELBOURNE 3000,Melbourne (CBD),Gozleme Cafe,"Stall 22,  Peel Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,10,144.957239457,-37.80745984,"-37.80745984, 144.957239457"
2018,113,110690,108118,507-523 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafe Victoria,517 Elizabeth Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,38,144.957239457,-37.80745984,"-37.80745984, 144.957239457"
2018,113,110690,108118,507-523 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Coffea Coffee,519-521 Elizabeth Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,26,144.957239457,-37.80745984,"-37.80745984, 144.957239457"
2018,113,110696,108118,70 Therry Street MELBOURNE 3000,Melbourne (CBD),Invita,76 Therry Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,36,144.957239457,-37.80745984,"-37.80745984, 144.957239457"
2018,114,103233,103233,487 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Podok Rempah,487 Elizabeth Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,45,144.959791653,-37.80760291,"-37.80760291, 144.959791653"
2018,114,511516,511516,469 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Sarawak Kitchen,"Ground , 469 Elizabeth Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,60,144.959969504,-37.807983,"-37.807983, 144.959969504"
2018,114,511518,511518,471 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),CY Sushi & Noodle,471 Elizabeth Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,34,144.95995078,-37.80794087,"-37.80794087, 144.95995078"
2018,115,604778,587480,483 Swanston Street MELBOURNE 3000,Melbourne (CBD),Pork Belly House Melbourne,479 Swanston Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,24,144.962090724,-37.80728963,"-37.80728963, 144.962090724"
2018,125,103292,103292,506-516 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Wing Loong Chinese Restaurant,512A-512B Elizabeth Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,60,144.960182828,-37.80671508,"-37.80671508, 144.960182828"
2018,131,103978,111287,18-38 Siddeley Street DOCKLANDS 3008,Docklands,Yarra Dragon,"Shop 5, Ground , 18-38 Siddeley Street DOCKLANDS 3008",4511,Cafes and Restaurants,Seats - Indoor,20,144.953642218,-37.82253633,"-37.82253633, 144.953642218"
2018,131,103978,111287,18-38 Siddeley Street DOCKLANDS 3008,Docklands,Riverside Teppanyaki,"Shop 16, Ground , 18-38 Siddeley Street DOCKLANDS 3008",4511,Cafes and Restaurants,Seats - Outdoor,42,144.953642218,-37.82253633,"-37.82253633, 144.953642218"
2018,131,103978,111287,18-38 Siddeley Street DOCKLANDS 3008,Docklands,Degani Bakery Cafe,"Shop 1, Ground , 18-38 Siddeley Street DOCKLANDS 3008",4511,Cafes and Restaurants,Seats - Indoor,72,144.953642218,-37.82253633,"-37.82253633, 144.953642218"
2018,131,103978,111287,18-38 Siddeley Street DOCKLANDS 3008,Docklands,Byblos Bar & Restaurant,"Shop 12, Ground , 18-38 Siddeley Street DOCKLANDS 3008",4511,Cafes and Restaurants,Seats - Indoor,220,144.953642218,-37.82253633,"-37.82253633, 144.953642218"
2018,203,103123,103123,258 Elgin Street CARLTON 3053,Carlton,Cafe Sua Da,258 Elgin Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Outdoor,6,144.965533878,-37.79670704,"-37.79670704, 144.965533878"
2018,203,109358,109358,832-834 Swanston Street CARLTON 3053,Carlton,Brother Bull,"Ground , 832 Swanston Street CARLTON 3053",4511,Cafes and Restaurants,Seats - Indoor,42,144.964899927,-37.79668021,"-37.79668021, 144.964899927"
2018,205,573289,573289,714-736 Swanston Street CARLTON 3053,Carlton,Toothpicks Cafe,"Part Ground , 720 Swanston Street CARLTON 3053",4511,Cafes and Restaurants,Seats - Indoor,60,144.964853553,-37.79944075,"-37.79944075, 144.964853553"
2018,205,573289,573289,714-736 Swanston Street CARLTON 3053,Carlton,Toothpicks Cafe,"Part Ground , 720 Swanston Street CARLTON 3053",4511,Cafes and Restaurants,Seats - Outdoor,36,144.964853553,-37.79944075,"-37.79944075, 144.964853553"
2018,206,106113,106113,205-207 Lygon Street CARLTON 3053,Carlton,Dumpling ADA,88 Lygon Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,35,144.966590204,-37.80049164,"-37.80049164, 144.966590204"
2018,206,106120,106120,225-229 Lygon Street CARLTON 3053,Carlton,Cafe Corretto,225-229 Lygon Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Outdoor,55,144.96674101,-37.80004558,"-37.80004558, 144.96674101"
2018,206,106129,106129,253 Lygon Street CARLTON 3053,Carlton,La Parisienne Pates,"Ground , 253 Lygon Street CARLTON 3053",4511,Cafes and Restaurants,Seats - Outdoor,12,144.96682657,-37.79954259,"-37.79954259, 144.96682657"
2018,206,106132,106132,263 Lygon Street CARLTON 3053,Carlton,Lygon Food Store,263 Lygon Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,29,144.966868009,-37.79929755,"-37.79929755, 144.966868009"
2018,207,106144,106144,305 Lygon Street CARLTON 3053,Carlton,Tiamo 2,305 Lygon Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,125,144.967079232,-37.79817948,"-37.79817948, 144.967079232"
2018,207,106152,106152,329 Lygon Street CARLTON 3053,Carlton,Heartattack and Vine,329 Lygon Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Outdoor,16,144.96714823,-37.7976433,"-37.7976433, 144.96714823"
2018,207,106152,106152,329 Lygon Street CARLTON 3053,Carlton,Heartattack and Vine,329 Lygon Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,35,144.96714823,-37.7976433,"-37.7976433, 144.96714823"
2018,207,106153,106153,331-335 Lygon Street CARLTON 3053,Carlton,Jimmy Watsons,331-335 Lygon Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Outdoor,28,144.967177898,-37.79750821,"-37.79750821, 144.967177898"
2018,212,106871,102697,478 Drummond Street CARLTON 3053,Carlton,Adonai Foods,"Shop , 478 Drummond Street CARLTON 3053",4511,Cafes and Restaurants,Seats - Indoor,30,144.969095384,-37.79465838,"-37.79465838, 144.969095384"
2018,212,633373,633373,497-513 Rathdowne Street CARLTON 3053,Carlton,Rathdowne & Reeves Cafe,"Part Ground , 497-513 Rathdowne Street CARLTON 3053",4511,Cafes and Restaurants,Seats - Indoor,48,144.970767335,-37.79366098,"-37.79366098, 144.970767335"
2018,215,103144,103144,138-144 Elgin Street CARLTON 3053,Carlton,Campos Coffee,144 Elgin Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Outdoor,12,144.969809951,-37.79715068,"-37.79715068, 144.969809951"
2018,216,102714,102714,350-352 Drummond Street CARLTON 3053,Carlton,The Moor's Head,Rear 350-352 Drummond Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,32,144.969271213,-37.79771074,"-37.79771074, 144.969271213"
2018,216,103101,103101,161-169 Elgin Street CARLTON 3053,Carlton,Cafe Lua,"Ground , 169 Elgin Street CARLTON 3053",4511,Cafes and Restaurants,Seats - Indoor,24,144.969295015,-37.79757961,"-37.79757961, 144.969295015"
2018,217,102686,102686,313-315 Drummond Street CARLTON 3053,Carlton,Masani's Italian Dinning & Terrace,313-315 Drummond Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,60,144.96849197,-37.79837995,"-37.79837995, 144.96849197"
2018,217,102686,102686,313-315 Drummond Street CARLTON 3053,Carlton,Masani's Italian Dinning & Terrace,313-315 Drummond Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Outdoor,30,144.96849197,-37.79837995,"-37.79837995, 144.96849197"
2018,217,103102,103102,171-175 Elgin Street CARLTON 3053,Carlton,The Shaw Davey Slum,171-175 Elgin Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Outdoor,20,144.968707884,-37.79750574,"-37.79750574, 144.968707884"
2018,217,103703,103703,198-204 Faraday Street CARLTON 3053,Carlton,Crinitis Southern Italian Cuisine,"Ground , 198-204 Faraday Street CARLTON 3053",4511,Cafes and Restaurants,Seats - Outdoor,86,144.967837803,-37.79850638,"-37.79850638, 144.967837803"
2018,217,103711,103711,172-174 Faraday Street CARLTON 3053,Carlton,The Carlton Wine Room,"Ground , 172-174 Faraday Street CARLTON 3053",4511,Cafes and Restaurants,Seats - Outdoor,20,144.968585617,-37.79858383,"-37.79858383, 144.968585617"
2018,217,106193,106193,368-386 Lygon Street CARLTON 3053,Carlton,Brunetti Carlton,"Shop 17, 368-384 Lygon Street CARLTON 3053",4511,Cafes and Restaurants,Seats - Indoor,300,144.968178873,-37.79803089,"-37.79803089, 144.968178873"
2018,217,106193,106193,368-386 Lygon Street CARLTON 3053,Carlton,Brunetti Carlton,"Shop 17, 368-384 Lygon Street CARLTON 3053",4511,Cafes and Restaurants,Seats - Outdoor,100,144.968178873,-37.79803089,"-37.79803089, 144.968178873"
2018,217,106196,106196,362 Lygon Street CARLTON 3053,Carlton,Sea Saltfish & Sushi Bar,362 Lygon Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,43,144.967634654,-37.79832944,"-37.79832944, 144.967634654"
2018,217,511124,511124,183 Elgin Street CARLTON 3053,Carlton,Gemma Simple Italian,183 Elgin Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,60,144.96838408,-37.79752965,"-37.79752965, 144.96838408"
2018,218,104477,104477,48-50 Grattan Street CARLTON 3053,Carlton,Il Vicolo,48-50 Grattan Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,180,144.967880041,-37.80059699,"-37.80059699, 144.967880041"
